CI 0001,2022-01-01,2022,1,1
CI 0002,2022-01-02,2022,1,2
CI 0003,2022-01-03,2022,1,3
CI 0004,2022-01-04,2022,1,4
CI 0005,2022-01-05,2022,1,5
CI 0006,2022-01-06,2022,1,6
CI 0007,2022-01-07,2022,1,7
CI 0008,2022-01-08,2022,1,8
CI 0009,2022-01-09,2022,1,9
CI 0010,2022-01-10,2022,1,10
CI 0011,2022-01-11,2022,1,11
CI 0012,2022-01-12,2022,1,12
CI 0013,2022-01-13,2022,1,13
CI 0014,2022-01-14,2022,1,14
CI 0015,2022-01-15,2022,1,15
CI 0016,2022-01-16,2022,1,16
CI 0017,2022-01-17,2022,1,17
CI 0018,2022-01-18,2022,1,18
CI 0019,2022-01-19,2022,1,19
CI 0020,2022-01-20,2022,1,20
CI 0021,2022-01-21,2022,1,21
CI 0022,2022-01-23,2022,1,23
CI 0023,2022-01-24,2022,1,24
CI 0024,2022-01-25,2022,1,25
CI 0025,2022-01-26,2022,1,26
CI 0026,2022-01-27,2022,1,27
CI 0027,2022-01-28,2022,1,28
CI 0028,2022-01-29,2022,1,29
CI 0029,2022-01-30,2022,1,30
CI 0030,2022-01-31,2022,1,31
CI 0031,2022-02-01,2022,2,1
CI 0032,2022-02-02,2022,2,2
CI 0033,2022-02-03,2022,2,3
CI 0034,2022-02-04,2022,2,4
CI 0035,2022-02-05,2022,2,5
CI 0036,2022-02-06,2022,2,6
CI 0037,2022-02-07,2022,2,7
CI 0038,2022-02-08,2022,2,8
CI 0039,2022-02-09,2022,2,9
CI 0040,2022-02-10,2022,2,10
CI 0041,2022-02-11,2022,2,11
CI 0042,2022-02-12,2022,2,12
CI 0043,2022-02-13,2022,2,13
CI 0044,2022-02-14,2022,2,14
CI 0045,2022-02-15,2022,2,15
CI 0046,2022-02-16,2022,2,16
CI 0047,2022-02-17,2022,2,17
CI 0048,2022-02-18,2022,2,18
CI 0049,2022-02-19,2022,2,19
CI 0050,2022-02-20,2022,2,20
CI 0051,2022-02-21,2022,2,21
CI 0052,2022-02-22,2022,2,22
CI 0053,2022-02-23,2022,2,23
CI 0054,2022-02-24,2022,2,24
CI 0055,2022-02-25,2022,2,25
CI 0056,2022-02-26,2022,2,26
CI 0057,2022-02-27,2022,2,27
CI 0058,2022-02-28,2022,2,28
CI 0059,2022-03-01,2022,3,1
CI 0060,2022-03-02,2022,3,2
CI 0061,2022-03-03,2022,3,3
CI 0062,2022-03-04,2022,3,4
CI 0063,2022-03-05,2022,3,5
CI 0064,2022-03-06,2022,3,6
CI 0065,2022-03-07,2022,3,7
